,,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2001,2001,2001,2001,2001,2001
TR,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deaf Studies,TRINITY COLLEGE DUBLIN,300.0,420.0,False,False,False,False,False,Deaf Studies,TRINITY COLLEGE DUBLIN,265.0,420.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irish Sign Language/English Interpreting,TRINITY COLLEGE DUBLIN,355.0,455.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,911,Children`s and General Nursing (Integrated)       ,Trinity College Dublin,531.0,,True,False,True,False,False,Children`s and General Nursing (Integrated),Trinity College Dublin,499.0,521.0,True,False,True,False,False,Children`s and General Nursing (Integrated),Trinity College Dublin,476.0,487.0,True,False,True,False,False,Children`s and General Nursing (Integrated),Trinity College Dublin,463.0,479.0,True,False,True,False,False,Children`s and General Nursing (Integrated),Trinity College Dublin,463.0,498.0,True,False,False,False,False,Children`s and General Nursing (Integrated),Trinity College Dublin,485.0,495.0,True,False,False,False,False,Children`s and General Nursing (Integrated),Trinity College,495.0,505.0,True,False,False,False,False,Childrens and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,490.0,505.0,True,False,False,False,False,Children`s and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,505.0,515.0,True,False,True,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,490.0,515.0,True,False,True,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,480.0,495.0,True,False,False,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,480.0,500.0,True,False,True,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,475.0,485.0,True,False,True,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,465.0,480.0,True,False,True,False,False,Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,485.0,525.0,True,False,True,False,False,Integrated General and Children's Nursing (Standard Code),TRINITY COLLEGE DUBLIN,480.0,500.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mature Applicants Children`s and General Nursing (Integrated),Trinity College Dublin,174.0,182.0,True,True,True,False,False,Mature Applicants Children`s and General Nursing (Integrated),Trinity College,186.0,190.0,True,True,False,False,False,Mature Applicants Childrens and General Nursing (Integrated,TRINITY COLLEGE DUBLIN,177.0,180.0,True,True,False,False,False,Mature Applicants Children`s and General Nursing (Integrated,TRINITY COLLEGE DUBLIN,578.0,589.0,True,True,False,False,False,Mature Applicants Children's and General Nursing (Integrated,TRINITY COLLEGE DUBLIN,230.0,233.0,True,True,True,False,False,Mature Applicants Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,232.0,243.0,True,True,False,False,False,Mature Applicants Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,179.0,188.0,True,True,False,False,False,Mature Applicants Children's and General Nursing (Integrated,TRINITY COLLEGE DUBLIN,171.0,176.0,True,True,True,False,False,Mature Applicants Children's and General Nursing (Integrated),TRINITY COLLEGE DUBLIN,163.0,172.0,True,True,False,False,False,Mature apps. Children& General Nursing(Integrated,TRINITY COLLEGE DUBLIN,167.0,180.0,True,True,False,False,False,Mature Applicants Integrated General and Children's Nursing,TRINITY COLLEGE DUBLIN,164.0,169.0,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,913,Midwifery                                         ,Trinity College Dublin,521.0,,True,False,False,False,False,Midwifery,Trinity College Dublin,473.0,508.0,True,False,True,False,False,Midwifery,Trinity College Dublin,423.0,462.0,True,False,False,False,False,Midwifery,Trinity College Dublin,455.0,476.0,True,False,True,False,False,Midwifery,Trinity College Dublin,431.0,455.0,True,False,False,False,False,Midwifery,Trinity College Dublin,450.0,475.0,True,False,True,False,False,Midwifery,Trinity College,455.0,480.0,True,False,False,False,False,Midwifery,TRINITY COLLEGE DUBLIN,450.0,480.0,True,False,True,False,False,Midwifery,TRINITY COLLEGE DUBLIN,445.0,480.0,True,False,False,False,False,Midwifery,TRINITY COLLEGE DUBLIN,460.0,495.0,True,False,True,False,False,Midwifery,TRINITY COLLEGE DUBLIN,445.0,460.0,True,False,True,False,False,Midwifery,TRINITY COLLEGE DUBLIN,435.0,450.0,True,False,True,False,False,Midwifery,TRINITY COLLEGE DUBLIN,410.0,440.0,True,False,False,False,False,Midwifery,TRINITY COLLEGE DUBLIN,395.0,430.0,True,False,True,False,False,Midwifery,TRINITY COLLEGE DUBLIN,400.0,430.0,True,False,False,False,False,Midwifery (Standard Code),TRINITY COLLEGE DUBLIN,390.0,420.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mature Applicants Midwifery,Trinity College Dublin,171.0,179.0,True,True,False,False,False,Mature Applicants Midwifery,Trinity College,183.0,192.0,True,True,True,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,171.0,179.0,True,True,False,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,574.0,584.0,True,True,False,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,233.0,240.0,True,True,True,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,224.0,230.0,True,True,False,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,168.0,174.0,True,True,False,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,167.0,174.0,True,True,True,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,170.0,176.0,True,True,False,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,153.0,171.0,True,True,True,False,False,Mature Applicants Midwifery,TRINITY COLLEGE DUBLIN,162.0,171.0,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,601,,,,,,,,,,Electronic Engineering,Technological University Dublin,230.0,326.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,602,,,,,,,,,,Computer Engineering,Technological University Dublin,223.0,330.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,603,,,,,,,,,,Mechanical Engineering,Technological University Dublin,197.0,299.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,605,Electronic and Information Engineering            ,Technological University Dublin,190.0,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,606,Mechanical Engineering (General Entry)            ,Technological University Dublin,192.0,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,641,Bar and Restaurant Management                     ,Technological University Dublin,243.0,,False,False,False,False,False,Bar and Restaurant Management,Technological University Dublin,223.0,356.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,642,Culinary Arts (Cuisine and Wellness)              ,Technological University Dublin,154.0,,False,False,False,False,False,Culinary Arts,Technological University Dublin,153.0,244.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,643,Culinary Arts (Professional Cookery Practice)     ,Technological University Dublin,242.0,,False,False,False,False,False,Culinary Arts (Professional Cookery Practice),Technological University Dublin,236.0,383.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,644,Food Management and Entrepreneurship              ,Technological University Dublin,250.0,,False,False,False,False,False,Food Management and Entrepreneurship,Technological University Dublin,223.0,456.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,645,Food Science and Management                       ,Technological University Dublin,251.0,,False,False,False,False,False,Food Science and Management,Technological University Dublin,243.0,390.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,651,Applied Biology                                   ,Technological University Dublin,361.0,,False,False,False,False,False,Applied Biology,Technological University Dublin,196.0,359.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,652,Computing                                         ,Technological University Dublin,240.0,,False,False,False,False,False,Computing,Technological University Dublin,194.0,265.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,653,,,,,,,,,,Computing (Information Technology),Technological University Dublin,245.0,357.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,654,Pharmacy Technician Studies                       ,Technological University Dublin,350.0,,False,False,False,False,False,Pharmacy Technician Studies,Technological University Dublin,321.0,420.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,655,Computing (Networking Technologies) Learn and Work,Technological University Dublin,502.0,,False,True,False,False,False,Computing (Networking Technologies) Learn and Work,Technological University Dublin,335.0,459.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,670,Business (campus options)                         ,Technological University Dublin,224.0,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,671,,,,,,,,,,Business,Technological University Dublin,228.0,403.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,672,,,,,,,,,,Business (Common entry),Technological University Dublin,179.0,274.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,673,Business Management                               ,Technological University Dublin,301.0,,False,False,False,False,False,Business Management,Technological University Dublin,300.0,451.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,674,Business Studies                                  ,Technological University Dublin,307.0,,False,False,False,False,False,Business Studies,Technological University Dublin,306.0,451.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,675,Marketing                                         ,Technological University Dublin,301.0,,False,False,False,False,False,Marketing,Technological University Dublin,301.0,412.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,676,Retail Management and Marketing                   ,Technological University Dublin,290.0,,False,False,False,False,False,Retail Management and Marketing,Technological University Dublin,290.0,377.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,701,Automation Engineering                            ,Technological University Dublin,243.0,,False,False,False,False,False,Automation Engineering,Technological University Dublin,261.0,368.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,702,Sustainable Energy and Environmental Engineering  ,Technological University Dublin,249.0,,False,False,False,False,False,Biomedical Design,Technological University Dublin,232.0,351.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,703,Building Engineering                              ,Technological University Dublin,273.0,,False,False,False,False,False,Building Engineering,Technological University Dublin,260.0,359.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,704,Civil Engineering                                 ,Technological University Dublin,260.0,,False,False,False,False,False,Civil Engineering,Technological University Dublin,262.0,361.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,705,Electrical and Control Engineering                ,Technological University Dublin,272.0,,False,False,False,False,False,Electrical and Control Engineering,Technological University Dublin,243.0,339.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,706,Electrical Services Engineering                   ,Technological University Dublin,245.0,,False,False,False,False,False,Electrical Services Engineering,Technological University Dublin,244.0,307.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,707,,,,,,,,,,Electronic Engineering,Technological University Dublin,224.0,361.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,708,Engineering (Common Entry with Award options)     ,Technological University Dublin,263.0,,False,False,False,False,True,Engineering (Common Entry with Award options),Technological University Dublin,225.0,360.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,709,Engineering (General Entry)                       ,Technological University Dublin,400.0,,False,False,False,False,False,Engineering (General Entry),Technological University Dublin,370.0,487.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,710,,,,,,,,,,Engineering Reliability Management,Technological University Dublin,244.0,305.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,711,Mechatronic Engineering                           ,Technological University Dublin,225.0,,False,False,False,False,False,Mechatronic Engineering,Technological University Dublin,223.0,372.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,712,,,,,,,,,,Sustainable Energy and Environmental Engineering,Technological University Dublin,180.0,332.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,713,Computer Engineering                              ,Technological University Dublin,222.0,,False,False,False,False,False,Computer Engineering,Technological University Dublin,221.0,322.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,714,Electronics and Communications Engineering        ,Technological University Dublin,262.0,,False,False,False,False,False,Electronics and Communications Engineering,Technological University Dublin,264.0,392.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,715,,,,,,,,,,Engineering Software,Technological University Dublin,181.0,391.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,716,Networking Technology                             ,Technological University Dublin,249.0,,False,False,False,False,False,Networking Technology,Technological University Dublin,241.0,386.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,717,Mechanical Engineering                            ,Technological University Dublin,301.0,,False,False,False,False,False,Mechanical Engineering,Technological University Dublin,300.0,367.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,718,,,,,,,,,,Mechanical Engineering,Technological University Dublin,198.0,338.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,719,Design Technology and Innovation                  ,Technological University Dublin,261.0,,False,False,False,False,False,"Design,Technology and Innovation",Technological University Dublin,228.0,363.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
